url,status,scheme,host,port,latency_ms,ip_version,score,sources,networks,tags,detail
https://chihaya-heroku.120181311.xyz/announce,unreachable,https,chihaya-heroku.120181311.xyz,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1032)>
https://cny.fan/announce,unreachable,https,cny.fan,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -2] Name or service not known>
https://dev.tracker.cf-identity-wallet.metadata.dev.cf-deployments.org/announce,unreachable,https,dev.tracker.cf-identity-wallet.metadata.dev.cf-deployments.org,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://docker-tracker-production.up.railway.app/announce,unreachable,https,docker-tracker-production.up.railway.app,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,HTTPError: HTTP Error 404: Not Found
https://edgev.duckdns.org/announce,unreachable,https,edgev.duckdns.org,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1032)>
https://evening-badlands-6215.herokuapp.com/announce,unreachable,https,evening-badlands-6215.herokuapp.com,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,HTTPError: HTTP Error 404: Not Found
https://grifon.info:80/announce,unreachable,https,grifon.info,80,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1032)>
https://hcbt.pp.ua/announce,unreachable,https,hcbt.pp.ua,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://http1.torrust-tracker-demo.com/announce,unreachable,https,http1.torrust-tracker-demo.com,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno 101] Network is unreachable>
https://inferno.demonoid.is/announce,unreachable,https,inferno.demonoid.is,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 111] Connection refused>
https://k.avc.cx/announce.php,unreachable,https,k.avc.cx,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 111] Connection refused>
https://k3tracker.cc/announce/0b0b5b2bb71770aa0df56f80a4863f07,unreachable,https,k3tracker.cc,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://nyaa.tracker.wf:7777/announce,unreachable,https,nyaa.tracker.wf,7777,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1032)>
https://open.kickasstracker.com/announce,unreachable,https,open.kickasstracker.com,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
https://opentracker.8880085.xyz/announce,unreachable,https,opentracker.8880085.xyz,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -2] Name or service not known>
https://opentracker.cc/announce,unreachable,https,opentracker.cc,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 101] Network is unreachable>
https://opentracker.i2p.rocks/announce,unreachable,https,opentracker.i2p.rocks,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://opentracker.xyz/announce,unreachable,https,opentracker.xyz,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,"URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'opentracker.xyz'. (_ssl.c:1032)>"
https://orgtgju.org/announce,unreachable,https,orgtgju.org,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,TimeoutError: The read operation timed out
https://php-bobcat.wasmer.app/announce,unreachable,https,php-bobcat.wasmer.app,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,HTTPError: HTTP Error 400: Bad Request
https://seeders-paradise.org/announce,unreachable,https,seeders-paradise.org,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 101] Network is unreachable>
https://staticfile-bobcat.wasmer.app/announce,unreachable,https,staticfile-bobcat.wasmer.app,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,HTTPError: HTTP Error 500: Internal Server Error
https://t.btcland.xyz/announce,unreachable,https,t.btcland.xyz,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://t.quic.ws/announce,unreachable,https,t.quic.ws,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://t.zerg.pw/announce,unreachable,https,t.zerg.pw,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://t1.tokhmi.xyz/announce,unreachable,https,t1.tokhmi.xyz,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)>
https://threads.canofsocks.com/announce,unreachable,https,threads.canofsocks.com,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,HTTPError: HTTP Error 525: <none>
https://tk.mabo.ltd/announce,unreachable,https,tk.mabo.ltd,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error _ssl.c:1015: The handshake operation timed out>
https://torrent-tracker.hama3.net/announce,unreachable,https,torrent-tracker.hama3.net,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -5] No address associated with hostname>
https://torrents.linuxmint.com/announce.php,unreachable,https,torrents.linuxmint.com,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://torrents.tmtime.dev/announce,unreachable,https,torrents.tmtime.dev,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -5] No address associated with hostname>
https://tp.m-team.cc/announce.php,unreachable,https,tp.m-team.cc,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,HTTPError: HTTP Error 403: Forbidden
https://tr.bangumi.moe:6969/announce,unreachable,https,tr.bangumi.moe,6969,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 101] Network is unreachable>
https://tr.bangumi.moe:9696/announce,unreachable,https,tr.bangumi.moe,9696,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 101] Network is unreachable>
https://tr.doogh.club/announce,unreachable,https,tr.doogh.club,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 101] Network is unreachable>
https://tr.fuckbitcoin.xyz/announce,unreachable,https,tr.fuckbitcoin.xyz,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 104] Connection reset by peer>
https://tr.highstar.shop/announce,unreachable,https,tr.highstar.shop,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tr.kxmp.cf:80/announce,unreachable,https,tr.kxmp.cf,80,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tr.ready4.icu/announce,unreachable,https,tr.ready4.icu,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,HTTPError: HTTP Error 521: <none>
https://tr.torland.ga/announce,unreachable,https,tr.torland.ga,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1032)>
https://track3r.site/announce,unreachable,https,track3r.site,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker-zhuqiy.xn--1r3au8b.space/announce,unreachable,https,tracker-zhuqiy.xn--1r3au8b.space,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.4.babico.name.tr/announce,unreachable,https,tracker.4.babico.name.tr,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
https://tracker.aburaya.live/announce,unreachable,https,tracker.aburaya.live,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.alaskantf.com/announce,unreachable,https,tracker.alaskantf.com,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error timed out>
https://tracker.anibt.net/announce,unreachable,https,tracker.anibt.net,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,HTTPError: HTTP Error 403: Forbidden
https://tracker.baka.ink/announce,unreachable,https,tracker.baka.ink,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.bangumi.zip/announce,unreachable,https,tracker.bangumi.zip,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.belmult.online/announce,unreachable,https,tracker.belmult.online,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,TimeoutError: The read operation timed out
https://tracker.bigbewbs.online/announce,unreachable,https,tracker.bigbewbs.online,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.bjut.jp/announce,unreachable,https,tracker.bjut.jp,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -5] No address associated with hostname>
https://tracker.bt-hash.com/announce,unreachable,https,tracker.bt-hash.com,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self-signed certificate (_ssl.c:1032)>
https://tracker.crawfish.cf/announce,unreachable,https,tracker.crawfish.cf,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.cutie.dating/announce,unreachable,https,tracker.cutie.dating,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error timed out>
https://tracker.cyber-hub.net/announce,unreachable,https,tracker.cyber-hub.net,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.dmhy.pw/announce,unreachable,https,tracker.dmhy.pw,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.dnlab.net/announce,unreachable,https,tracker.dnlab.net,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 101] Network is unreachable>
https://tracker.feb217.tk/announce,unreachable,https,tracker.feb217.tk,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.feb217.tk:8443/announce,unreachable,https,tracker.feb217.tk,8443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.guguan.us.kg/announce,unreachable,https,tracker.guguan.us.kg,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.h3o2.me/announce,unreachable,https,tracker.h3o2.me,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.iochimari.moe/announce,unreachable,https,tracker.iochimari.moe,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,HTTPError: HTTP Error 429: Too Many Requests
https://tracker.ipfsscan.io/announce,unreachable,https,tracker.ipfsscan.io,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
https://tracker.iriseden.fr/announce,unreachable,https,tracker.iriseden.fr,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
https://tracker.jdx3.org/announce,unreachable,https,tracker.jdx3.org,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.jiesen.life:8443/announce,unreachable,https,tracker.jiesen.life,8443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
https://tracker.kawaii.id/announce,unreachable,https,tracker.kawaii.id,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 111] Connection refused>
https://tracker.kitaujisub.site/announce.php?authkey=213|10003|j46n2q,unreachable,https,tracker.kitaujisub.site,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.kitaujisub.site/announce.php?authkey=215|10003|j46n2q,unreachable,https,tracker.kitaujisub.site,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.lelux.fi/announce,unreachable,https,tracker.lelux.fi,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.lilithraws.cf/announce,unreachable,https,tracker.lilithraws.cf,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.linvk.com/announce,unreachable,https,tracker.linvk.com,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,HTTPError: HTTP Error 521: <none>
https://tracker.logirl.moe/announce,unreachable,https,tracker.logirl.moe,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
https://tracker.loli.co.nz/announce,unreachable,https,tracker.loli.co.nz,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,HTTPError: HTTP Error 530: <none>
https://tracker.m-team.cc/announce.php,unreachable,https,tracker.m-team.cc,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,HTTPError: HTTP Error 403: Forbidden
https://tracker.manager.itislove.cz/announce,unreachable,https,tracker.manager.itislove.cz,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)>
https://tracker.manager.v6.navy/announce,unreachable,https,tracker.manager.v6.navy,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -3] Temporary failure in name resolution>
https://tracker.maya.no.eu.org/announce,unreachable,https,tracker.maya.no.eu.org,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,HTTPError: HTTP Error 429: Too Many Requests
https://tracker.mlsub.net/announce,unreachable,https,tracker.mlsub.net,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 101] Network is unreachable>
https://tracker.moeking.me/announce,unreachable,https,tracker.moeking.me,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.moxing.party:6969/announce,unreachable,https,tracker.moxing.party,6969,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error _ssl.c:1015: The handshake operation timed out>
https://tracker.nitrix.me/announce,unreachable,https,tracker.nitrix.me,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -5] No address associated with hostname>
https://tracker.novy.vip/announce,unreachable,https,tracker.novy.vip,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -5] No address associated with hostname>
https://tracker.nyaa.tk/announce,unreachable,https,tracker.nyaa.tk,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.opentracker.se/announce,unreachable,https,tracker.opentracker.se,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 101] Network is unreachable>
https://tracker.parrotlinux.org/announce,unreachable,https,tracker.parrotlinux.org,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
https://tracker.parrotsec.org/announce,unreachable,https,tracker.parrotsec.org,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 111] Connection refused>
https://tracker.pterclub.com/announce,unreachable,https,tracker.pterclub.com,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1032)>
https://tracker.publictorrent.net/announce,unreachable,https,tracker.publictorrent.net,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.puvvadi.net/announce,unreachable,https,tracker.puvvadi.net,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.sakurato.art:23334/announce,unreachable,https,tracker.sakurato.art,23334,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 101] Network is unreachable>
https://tracker.samcze.pl/announce,unreachable,https,tracker.samcze.pl,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.shittyurl.org/announce,unreachable,https,tracker.shittyurl.org,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.skynetcloud.site:8443/announce,unreachable,https,tracker.skynetcloud.site,8443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -5] No address associated with hostname>
https://tracker.srv00.com/announce,unreachable,https,tracker.srv00.com,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.torrentsnows.com/announce,unreachable,https,tracker.torrentsnows.com,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker.tvgc.win/announce,unreachable,https,tracker.tvgc.win,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,ValueError: HTTP 200 non-tracker response
https://tracker.yemekyedim.com/announce,unreachable,https,tracker.yemekyedim.com,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,HTTPError: HTTP Error 521: <none>
https://tracker.yggleak.top/announce,unreachable,https,tracker.yggleak.top,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,HTTPError: HTTP Error 521: <none>
https://tracker1.ctix.cn/announce,unreachable,https,tracker1.ctix.cn,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://tracker1.loli.co.nz/announce,unreachable,https,tracker1.loli.co.nz,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,HTTPError: HTTP Error 530: <none>
https://tracker1.wimix.org/announce,unreachable,https,tracker1.wimix.org,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://trackers.mlsub.net/announce,unreachable,https,trackers.mlsub.net,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,HTTPError: HTTP Error 521: <none>
https://trackme.theom.nz/announce,unreachable,https,trackme.theom.nz,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://trakx.herokuapp.com/announce,unreachable,https,trakx.herokuapp.com,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,HTTPError: HTTP Error 404: Not Found
https://ttk.pp.ua/announce,unreachable,https,ttk.pp.ua,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://ttracker.just-h.party/announce,unreachable,https,ttracker.just-h.party,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -2] Name or service not known>
https://voxhost.fr/announce,unreachable,https,voxhost.fr,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,HTTPError: HTTP Error 404: Not Found
https://w.wwwww.wtf/announce,unreachable,https,w.wwwww.wtf,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
https://wsad.run.place/announce,unreachable,https,wsad.run.place,443,,unknown,-1735.0,Tunglies TrackersList | newTrackon all,public,,URLError: <urlopen error [Errno -3] Temporary failure in name resolution>
https://www.wareztorrent.com/announce,unreachable,https,www.wareztorrent.com,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,RemoteDisconnected: Remote end closed connection without response
https://x7x.up.railway.app/announce,unreachable,https,x7x.up.railway.app,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,HTTPError: HTTP Error 404: Not Found
https://xtremex.herokuapp.com/announce,unreachable,https,xtremex.herokuapp.com,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,HTTPError: HTTP Error 404: Not Found
https://zer0day.000webhostapp.com/announce,unreachable,https,zer0day.000webhostapp.com,443,,unknown,-1735.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -3] Temporary failure in name resolution>
http://00.mercax.com:443/announce,unreachable,http,00.mercax.com,443,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
http://00.xxtor.com:443/announce,unreachable,http,00.xxtor.com,443,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno -2] Name or service not known>
http://104.143.10.186:8000/announce,unreachable,http,104.143.10.186,8000,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://104.244.77.14:1337/announce,unreachable,http,104.244.77.14,1337,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 111] Connection refused>
http://106.14.254.164:6969/announce,unreachable,http,106.14.254.164,6969,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://107.152.127.9:6969/announce,unreachable,http,107.152.127.9,6969,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 111] Connection refused>
http://107.189.10.20.sslip.io:7777/announce,unreachable,http,107.189.10.20.sslip.io,7777,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://107.189.31.134:6969/announce,unreachable,http,107.189.31.134,6969,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 111] Connection refused>
http://107.189.7.143:6969/announce,unreachable,http,107.189.7.143,6969,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://116.252.176.125:6969/announce,unreachable,http,116.252.176.125,6969,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://116.9.207.121:6969/announce,unreachable,http,116.9.207.121,6969,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://116.9.207.164:6969/announce,unreachable,http,116.9.207.164,6969,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://116.9.207.198:6969/announce,unreachable,http,116.9.207.198,6969,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://116.9.207.226:6969/announce,unreachable,http,116.9.207.226,6969,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://119.28.71.45:8080/announce,unreachable,http,119.28.71.45,8080,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://129.146.193.240:6699/announce,unreachable,http,129.146.193.240,6699,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://13.115.115.32:6969/announce,unreachable,http,13.115.115.32,6969,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://1337.abcvg.info/announce+108,unreachable,http,1337.abcvg.info,80,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,HTTPError: HTTP Error 404: Not Found
http://140.82.21.192:8080/announce,unreachable,http,140.82.21.192,8080,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://141.144.224.250:2710/announce,unreachable,http,141.144.224.250,2710,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://141.144.224.250:6969/announce,unreachable,http,141.144.224.250,6969,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://144.202.33.210:6961/announce,unreachable,http,144.202.33.210,6961,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://144.76.118.107:6969/announce,unreachable,http,144.76.118.107,6969,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://147job.com:6969/announce,unreachable,http,147job.com,6969,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://151.115.49.115:1337/announce,unreachable,http,151.115.49.115,1337,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://155.248.200.105/announce,unreachable,http,155.248.200.105,80,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 111] Connection refused>
http://156.234.201.18/announce,unreachable,http,156.234.201.18,80,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error timed out>
http://157.90.169.123/announce,unreachable,http,157.90.169.123,80,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,HTTPError: HTTP Error 404: Not Found
http://158.101.137.177:6969/announce,unreachable,http,158.101.137.177,6969,,unknown,-1755.0,Tunglies TrackersList | animeTrackerList,public,anime,URLError: <urlopen error [Errno 111] Connection refused>
